# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr  4 08:09:49 2016
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Significant Secondary False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
1461,10094670,K01984.01,,CANDIDATE,CANDIDATE,0,0,0,0,22.064062300,148.9171800,0.1950,3.49300,4.0330e+02,2.31,726.0,65.57,33.90,1,q1_q17_dr24_tce,6215.00,4.397,1.1450,298.493290,47.013039,13.698
1462,8142942,K01985.01,,CANDIDATE,CANDIDATE,0,0,0,0,5.756242547,133.9036960,0.9274,1.15720,6.3070e+02,2.67,834.0,114.43,50.50,1,q1_q17_dr24_tce,5006.00,4.498,0.8290,280.926120,44.087929,13.708
1463,8257205,K01986.01,,CANDIDATE,CANDIDATE,0,0,0,0,148.460338200,151.3857200,0.7255,5.40200,1.6066e+03,3.27,293.0,1.73,35.00,1,q1_q17_dr24_tce,5463.00,4.594,0.7590,298.972170,44.132381,14.839
1464,9044228,K01988.01,,CANDIDATE,CANDIDATE,0,0,0,0,0.934884242,131.5818510,0.8249,1.41740,2.8260e+02,3.48,2081.0,4435.29,59.30,1,q1_q17_dr24_tce,4777.00,3.909,1.7950,298.326600,45.315510,14.145
1465,7265298,K02051.01,Kepler-355 c,CONFIRMED,CANDIDATE,0,0,0,0,25.762452400,147.7046200,0.6319,6.89500,6.7370e+02,2.83,662.0,45.27,38.50,1,q1_q17_dr24_tce,6184.00,4.448,1.0380,285.799470,42.811779,15.087
1466,7265298,K02051.02,Kepler-355 b,CONFIRMED,CANDIDATE,0,0,0,0,11.031730700,362.3419000,0.4898,4.51800,1.9900e+02,1.50,878.0,140.18,15.10,2,q1_q17_dr24_tce,6184.00,4.448,1.0380,285.799470,42.811779,15.087
1467,7132798,K00220.02,Kepler-119 c,CONFIRMED,CANDIDATE,0,0,0,0,4.125120930,133.6385600,0.2276,2.87700,1.1910e+02,0.90,1017.0,252.62,22.00,2,q1_q17_dr24_tce,5588.00,4.559,0.8320,295.946410,42.658920,14.236
1468,3248501,K02052.01,,CANDIDATE,CANDIDATE,0,0,0,0,4.224641745,133.0903000,0.0787,1.22170,1.0806e+03,3.79,1283.0,641.30,29.50,1,q1_q17_dr24_tce,6362.00,4.408,1.1440,294.697720,38.364159,15.341
1469,2307415,K02053.01,Kepler-356 c,CONFIRMED,CANDIDATE,0,0,0,0,13.121635510,133.3922900,0.6156,3.50570,2.0020e+02,1.64,852.0,124.49,34.50,2,q1_q17_dr24_tce,6129.00,4.380,1.1080,292.421080,37.682819,12.992
1470,7430034,K01848.01,,CANDIDATE,CANDIDATE,0,0,0,0,49.622150900,137.1002600,0.9286,7.09300,4.9110e+02,2.75,539.0,19.89,56.50,1,q1_q17_dr24_tce,6264.00,4.440,1.0190,286.710720,43.043449,13.429
1471,9735426,K01849.01,,CANDIDATE,CANDIDATE,0,0,0,0,8.088013500,138.7361500,0.5932,1.77680,1.0230e+03,2.51,733.0,68.34,45.10,1,q1_q17_dr24_tce,5201.00,4.599,0.7590,300.371280,46.408279,14.624
1472,8826168,K01850.01,,CANDIDATE,CANDIDATE,0,0,0,0,11.551025040,134.9086100,0.9254,3.71400,4.0580e+02,2.05,761.0,79.35,48.80,1,q1_q17_dr24_tce,5897.00,4.560,0.8340,294.613010,45.060169,14.138
1473,10464050,K01851.01,,CANDIDATE,CANDIDATE,0,0,0,0,4.469757736,131.8436600,0.0062,1.80620,5.9280e+02,2.27,1104.0,350.69,49.50,1,q1_q17_dr24_tce,5988.00,4.507,0.9340,289.248900,47.650101,14.769
1474,9763348,K01852.01,,CANDIDATE,CANDIDATE,0,0,0,0,15.773822100,137.5308500,0.0221,4.94430,3.1270e+02,2.87,978.0,216.15,64.00,1,q1_q17_dr24_tce,6260.00,4.079,1.6140,288.417690,46.590431,13.205
1475,9101496,K01915.01,Kepler-335 b,CONFIRMED,CANDIDATE,0,0,0,0,6.562257280,132.6118300,0.7890,3.95870,2.6970e+02,1.69,972.0,211.43,42.50,1,q1_q17_dr24_tce,6003.00,4.507,0.9320,296.064330,45.428619,13.996
1476,6037581,K01916.01,Kepler-336 d,CONFIRMED,CANDIDATE,0,0,0,0,20.678793550,151.6913400,0.6158,4.57760,3.3680e+02,1.66,651.0,42.43,43.40,2,q1_q17_dr24_tce,6029.00,4.536,0.8650,290.237640,41.331379,13.598
1477,10723750,K00209.01,Kepler-117 c,CONFIRMED,CANDIDATE,0,0,0,0,50.790346190,135.6324700,0.2044,10.87700,5.8902e+03,9.16,580.0,26.80,558.60,1,q1_q17_dr24_tce,6466.00,4.373,1.1830,288.793030,48.040230,14.274
1478,6037581,K01916.02,Kepler-336 c,CONFIRMED,CANDIDATE,0,0,0,0,9.599931390,136.5824500,0.4069,4.25430,2.6000e+02,1.42,841.0,117.97,48.40,1,q1_q17_dr24_tce,6029.00,4.536,0.8650,290.237640,41.331379,13.598
1479,6037581,K01916.03,Kepler-336 b,CONFIRMED,CANDIDATE,0,0,0,0,2.024820339,132.3575900,0.4312,2.69500,6.8000e+01,0.73,1412.0,938.74,20.50,3,q1_q17_dr24_tce,6029.00,4.536,0.8650,290.237640,41.331379,13.598
1480,10779233,K01989.01,,CANDIDATE,CANDIDATE,0,0,0,0,201.121400000,187.5610700,0.0206,10.57500,4.7340e+02,1.84,297.0,1.83,32.00,1,q1_q17_dr24_tce,5804.00,4.498,0.8450,283.113770,48.131390,13.328
1481,11614617,K01990.01,,CANDIDATE,CANDIDATE,0,0,0,0,24.757642100,142.0689200,0.9202,7.36100,4.9360e+02,2.59,644.0,40.74,40.40,1,q1_q17_dr24_tce,6106.00,4.487,0.9660,293.881770,49.683151,14.490
1482,11450414,K01992.01,Kepler-347 b,CONFIRMED,CANDIDATE,0,0,0,0,12.798304400,133.6519000,0.7584,6.35400,3.3620e+02,1.99,811.0,102.02,38.80,1,q1_q17_dr24_tce,6092.00,4.471,0.9980,289.199580,49.305721,14.513
1483,4736569,K01996.01,,CANDIDATE,CANDIDATE,0,0,0,0,10.132025750,132.9102000,0.1404,3.13760,9.6220e+02,1.73,574.0,25.66,39.70,1,q1_q17_dr24_tce,4777.00,4.689,0.5610,288.668910,39.824009,15.629
1484,10384798,K01997.01,,CANDIDATE,CANDIDATE,0,0,0,0,38.505339800,158.3021900,0.6711,5.97300,7.3890e+02,2.54,532.0,18.98,35.50,1,q1_q17_dr24_tce,5974.00,4.504,0.8810,281.662990,47.568581,14.777
1485,2307415,K02053.02,Kepler-356 b,CONFIRMED,CANDIDATE,0,0,0,0,4.612680450,132.7746700,0.0875,3.00180,1.3780e+02,1.30,1207.0,501.53,34.20,1,q1_q17_dr24_tce,6129.00,4.380,1.1080,292.421080,37.682819,12.992
1486,3128552,K02055.01,,CANDIDATE,CANDIDATE,0,0,0,0,8.678885930,133.0376100,0.0280,3.48180,5.5410e+02,1.95,816.0,104.88,36.60,1,q1_q17_dr24_tce,5741.00,4.556,0.8330,294.152710,38.233040,14.523
1487,10134152,K02056.01,,CANDIDATE,CANDIDATE,0,0,0,0,39.313483200,154.9391900,0.1576,4.89010,5.2970e+02,2.14,540.0,20.04,35.30,1,q1_q17_dr24_tce,6060.00,4.509,0.9250,289.064330,47.117420,14.476
1488,9573685,K02057.01,,CANDIDATE,CANDIDATE,0,0,0,0,5.945665340,133.9929800,0.5621,2.17370,4.6130e+02,1.16,548.0,21.26,31.50,1,q1_q17_dr24_tce,3900.00,4.726,0.5370,284.476530,46.252579,15.026
1489,10329835,K02058.01,,CANDIDATE,CANDIDATE,0,0,0,0,1.523728160,131.6192400,0.9137,1.46520,3.8240e+02,1.38,862.0,130.37,33.50,1,q1_q17_dr24_tce,3900.00,4.726,0.5370,287.501160,47.469269,15.313
1490,6849046,K00201.01,,CANDIDATE,CANDIDATE,0,0,0,0,4.225384512,137.5606743,0.0150,2.81829,7.7964e+03,9.16,1118.0,369.43,1488.00,1,q1_q17_dr24_tce,5649.00,4.421,1.0550,287.130580,42.350151,14.014
1491,8804397,K01853.01,,CANDIDATE,CANDIDATE,0,0,0,0,60.085508200,153.2548600,0.7157,6.92900,4.2570e+02,2.19,492.0,13.81,50.00,1,q1_q17_dr24_tce,6201.00,4.472,0.9890,285.104060,45.008171,13.430
1492,9662811,K01854.01,,CANDIDATE,CANDIDATE,0,0,0,0,43.034227200,137.6902100,0.2622,6.07260,5.0900e+02,3.01,594.0,29.35,52.70,1,q1_q17_dr24_tce,5650.00,4.161,1.3410,296.958860,46.394131,13.534
1493,11570749,K01856.01,,CANDIDATE,CANDIDATE,0,0,0,0,46.298802100,155.8064900,0.5984,5.28010,8.2270e+02,4.48,592.0,29.04,47.90,1,q1_q17_dr24_tce,5396.00,4.035,1.5070,297.078610,49.502079,14.082
1494,11297236,K01857.01,,CANDIDATE,CANDIDATE,0,0,0,0,88.644236400,145.4707800,0.8287,7.96800,6.4870e+02,2.50,389.0,5.43,57.10,1,q1_q17_dr24_tce,5861.00,4.541,0.8720,292.013400,49.019119,13.748
1495,10074466,K01917.01,,CANDIDATE,CANDIDATE,0,0,0,0,35.011987850,150.3701400,0.3865,2.54300,4.5250e+02,2.20,608.0,32.38,35.00,1,q1_q17_dr24_tce,6345.00,4.456,1.0120,291.534390,47.042500,13.624
1496,8218379,K01920.01,,CANDIDATE,CANDIDATE,0,0,0,0,16.571103630,133.9027900,0.7453,2.96130,6.6620e+02,2.21,619.0,34.67,43.70,1,q1_q17_dr24_tce,5484.00,4.573,0.7880,285.122040,44.110600,14.640
1497,7755636,K01921.01,,CANDIDATE,CANDIDATE,0,0,0,0,16.004942140,135.2544500,0.0159,6.46480,3.6570e+02,2.60,938.0,182.89,64.30,1,q1_q17_dr24_tce,6711.00,4.277,1.3440,292.757320,43.426910,12.818
1498,9411166,K01922.01,,CANDIDATE,CANDIDATE,0,0,0,0,1.954524342,132.2971700,0.7361,2.09600,4.2310e+02,2.12,1482.0,1140.67,41.60,1,q1_q17_dr24_tce,6060.00,4.495,0.9530,294.613650,45.984619,15.356
1499,9411166,K01922.02,,CANDIDATE,CANDIDATE,0,0,0,0,15.095213230,139.4743590,,3.41000,,,,,,,,,,,294.613650,45.984619,15.356
1500,4989057,K01923.01,,CANDIDATE,CANDIDATE,0,0,0,0,7.234004690,137.6772800,0.6297,2.16480,4.9240e+02,3.08,1047.0,284.24,37.70,1,q1_q17_dr24_tce,5579.00,4.194,1.3290,283.469360,40.132610,14.139
1501,9834040,K01998.01,,CANDIDATE,CANDIDATE,0,0,0,0,6.774088680,135.9551400,0.0282,2.61960,5.7190e+02,2.61,1064.0,303.05,35.20,1,q1_q17_dr24_tce,6217.00,4.405,1.0900,293.144470,46.666241,15.368
1502,6152974,K00216.01,Kepler-118 c,CONFIRMED,CANDIDATE,0,0,0,0,20.172023866,141.2092540,0.0004,3.12590,5.6764e+03,7.19,619.0,34.80,248.20,1,q1_q17_dr24_tce,5275.00,4.392,0.9780,299.213170,41.424831,14.711
1503,8802693,K02000.01,,CANDIDATE,CANDIDATE,0,0,0,0,26.410454780,149.3949700,0.0671,2.99600,1.0767e+03,2.40,514.0,16.46,32.10,1,q1_q17_dr24_tce,5443.00,4.605,0.7380,284.183290,45.074100,15.593
1504,6061773,K02001.01,,CANDIDATE,CANDIDATE,0,0,0,0,8.277443130,138.2550800,0.1513,2.70430,1.8590e+02,2.38,1088.0,331.35,34.10,1,q1_q17_dr24_tce,5129.00,3.884,1.7810,297.021090,41.377171,13.115
1505,10024701,K02002.01,,CANDIDATE,CANDIDATE,0,0,0,0,14.375080350,139.0586500,0.2384,2.96580,2.5150e+02,1.61,776.0,85.73,33.80,1,q1_q17_dr24_tce,6063.00,4.476,1.0120,296.755740,46.998291,13.286
1506,2579043,K02064.01,,CANDIDATE,CANDIDATE,0,0,0,0,6.312181950,136.9336300,0.0047,4.95900,4.2960e+02,2.29,1113.0,362.70,34.00,1,q1_q17_dr24_tce,6302.00,4.388,1.0980,292.135250,37.889622,14.959
1507,3239671,K02066.01,,CANDIDATE,CANDIDATE,0,0,0,0,147.973027000,263.0892300,0.6378,7.01100,1.3929e+03,3.43,337.0,3.05,31.00,1,q1_q17_dr24_tce,6008.00,4.537,0.8750,292.591640,38.399658,14.904
1508,9304101,K02067.01,,CANDIDATE,CANDIDATE,0,0,0,0,13.245031880,142.0065300,0.0777,4.36700,1.5700e+02,3.14,1152.0,416.84,37.00,1,q1_q17_dr24_tce,5750.00,3.779,2.5410,299.549500,45.769749,12.584
1509,11360571,K02069.01,,CANDIDATE,CANDIDATE,0,0,0,0,77.254839600,159.3224100,0.8451,10.29400,6.1240e+02,4.02,562.0,23.59,54.30,1,q1_q17_dr24_tce,6549.00,4.210,1.4380,296.464480,49.182907,13.754
1510,6035124,K02071.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.856918547,134.4717200,0.1132,1.98390,1.4740e+02,1.88,1385.0,869.91,28.40,1,q1_q17_dr24_tce,5477.00,4.035,1.5710,289.444520,41.317760,13.746
1511,8160953,K01858.01,,CANDIDATE,CANDIDATE,0,0,0,0,116.331901000,173.6869000,0.3743,6.86500,1.2432e+03,3.53,371.0,4.47,21.90,1,q1_q17_dr24_tce,5733.00,4.432,0.9970,290.144320,44.049950,14.767
1512,8160953,K01858.02,,CANDIDATE,CANDIDATE,0,0,0,0,86.049055000,201.0385000,0.2597,29.28000,4.2990e+02,2.06,410.0,6.68,8.00,,,5733.00,4.432,0.9970,290.144320,44.049950,14.767
1513,4157325,K01860.01,Kepler-416 b,CONFIRMED,CANDIDATE,0,0,0,0,6.319427270,132.2305900,0.0458,3.20230,5.9830e+02,2.62,1057.0,294.92,68.50,1,q1_q17_dr24_tce,5977.00,4.375,1.0750,291.556950,39.227291,14.028
1514,4157325,K01860.02,Kepler-416 c,CONFIRMED,CANDIDATE,0,0,0,0,12.209453510,360.3227400,0.1721,3.92860,5.5910e+02,2.54,848.0,122.51,51.60,2,q1_q17_dr24_tce,5977.00,4.375,1.0750,291.556950,39.227291,14.028
1515,4157325,K01860.03,,CANDIDATE,CANDIDATE,0,0,0,0,3.076452083,353.7642600,0.1238,2.57430,2.4540e+02,1.68,1343.0,770.12,32.10,3,q1_q17_dr24_tce,5977.00,4.375,1.0750,291.556950,39.227291,14.028
1516,5108214,K01924.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,2.119117150,132.6016000,0.6196,4.18000,3.0500e+01,1.44,2129.0,4858.05,14.30,1,q1_q17_dr24_tce,5844.00,3.804,2.4900,294.286900,40.213810,7.837
1517,9955598,K01925.01,Kepler-409 b,CONFIRMED,CANDIDATE,0,0,0,0,68.958608000,179.0809800,0.1428,3.08540,1.2380e+02,0.98,402.0,6.20,35.40,1,q1_q17_dr24_tce,5460.00,4.498,0.8930,293.679200,46.852760,9.439
1518,10723750,K00209.02,Kepler-117 b,CONFIRMED,CANDIDATE,0,0,0,0,18.795900480,145.8223400,0.4557,7.26960,2.4838e+03,6.04,808.0,100.91,294.60,2,q1_q17_dr24_tce,6466.00,4.373,1.1830,288.793030,48.040230,14.274
1519,7219761,K01927.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,47.763977280,165.0410660,,4.08000,,,,,,,,,,,296.986050,42.729980,9.668
1520,5770074,K01928.01,,CANDIDATE,CANDIDATE,0,0,0,0,63.038112100,169.1196500,0.0993,7.32690,6.2920e+02,2.73,493.0,13.93,52.10,1,q1_q17_dr24_tce,6085.00,4.418,1.0900,283.809540,41.041241,13.605
1521,10136549,K01929.01,Kepler-337 c,CONFIRMED,CANDIDATE,0,0,0,0,9.693155660,132.8137900,0.6204,5.57690,1.4280e+02,1.76,1004.0,240.44,45.40,1,q1_q17_dr24_tce,5684.00,4.125,1.4150,290.060490,47.163960,12.727
1522,9851271,K02003.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,8.480312570,135.8545600,0.5365,6.21600,4.0070e+02,2.22,952.0,193.86,40.00,1,q1_q17_dr24_tce,5910.00,4.364,1.0780,298.833340,46.654530,14.613
1523,12154526,K02004.01,,CANDIDATE,CANDIDATE,0,0,0,0,56.188688700,146.3800500,0.1386,6.08900,3.5220e+02,1.79,468.0,11.39,32.80,1,q1_q17_dr24_tce,5798.00,4.467,0.9580,288.646270,50.788979,13.351
1524,6665512,K02005.01,,CANDIDATE,CANDIDATE,0,0,0,0,6.921010210,135.6448100,0.0406,4.24690,5.5760e+02,1.36,620.0,34.85,40.60,1,q1_q17_dr24_tce,4461.00,4.661,0.5850,281.898350,42.165791,14.832
1525,10525027,K02006.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.273460736,134.4468600,0.8221,1.77320,2.6900e+02,0.87,620.0,34.96,39.60,1,q1_q17_dr24_tce,3809.00,4.789,0.4550,287.346740,47.772961,14.220
1526,11069176,K02007.01,,CANDIDATE,CANDIDATE,0,0,0,0,15.378754600,143.4107400,0.5637,4.37300,1.9340e+02,1.51,786.0,90.26,33.00,1,q1_q17_dr24_tce,6086.00,4.411,1.0520,282.924990,48.626389,13.127
1527,10005758,K01783.01,,CANDIDATE,CANDIDATE,0,0,0,0,134.478672300,169.2811000,0.9248,5.88980,4.1122e+03,7.50,372.0,4.55,170.10,1,q1_q17_dr24_tce,6215.00,4.488,0.9570,289.341430,46.988239,13.929
1528,10158418,K01784.01,,CANDIDATE,CANDIDATE,0,0,0,0,5.007412846,135.0242920,0.8840,1.27370,4.3264e+03,7.55,1062.0,300.30,173.90,1,q1_q17_dr24_tce,5936.00,4.501,0.9650,297.646060,47.167488,13.592
1529,3128793,K01786.01,,CANDIDATE,CANDIDATE,0,0,0,0,24.686370630,137.5461200,0.7473,15.53600,8.3547e+03,4.70,374.0,4.65,288.30,1,q1_q17_dr24_tce,4461.00,4.777,0.4740,294.207000,38.223450,14.633
1530,5864975,K01787.01,,CANDIDATE,CANDIDATE,0,0,0,0,98.718040600,131.5861100,0.3504,6.41840,7.5984e+03,6.97,363.0,4.10,107.50,1,q1_q17_dr24_tce,5838.00,4.579,0.7930,287.956570,41.130329,15.700
1531,2975770,K01788.01,,CANDIDATE,CANDIDATE,0,0,0,0,71.525308450,191.6925450,0.0150,5.92730,6.2794e+03,6.21,346.0,3.39,139.70,1,q1_q17_dr24_tce,4850.00,4.511,0.8150,287.737550,38.114559,14.521
1532,3648437,K01861.01,,CANDIDATE,CANDIDATE,0,0,0,0,17.504427480,135.7465100,0.7272,4.39390,7.6480e+02,3.01,744.0,72.53,48.50,1,q1_q17_dr24_tce,6177.00,4.462,1.0110,292.166170,38.739052,13.926
1533,7877496,K00202.01,Kepler-412 b,CONFIRMED,CANDIDATE,0,1,0,0,1.720861324,133.0209957,0.7417,2.03459,1.0541e+04,12.53,1681.0,1887.96,1915.70,1,q1_q17_dr24_tce,6195.00,4.407,1.1240,286.110320,43.680962,14.309
1534,7286173,K01862.01,,CANDIDATE,CANDIDATE,0,0,0,0,56.434993800,151.4117100,0.0505,4.70290,5.6910e+02,2.09,444.0,9.20,48.70,1,q1_q17_dr24_tce,5734.00,4.538,0.8830,293.093990,42.896431,13.668
1535,11126381,K01863.01,,CANDIDATE,CANDIDATE,0,0,0,0,33.788824910,153.6549500,0.4431,5.47940,6.1300e+02,2.62,604.0,31.56,70.60,1,q1_q17_dr24_tce,6184.00,4.448,1.0380,285.667110,48.719559,13.631
1536,4149450,K01864.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.215106337,133.7774200,0.0607,3.90260,1.5830e+02,2.69,1779.0,2365.66,53.70,1,q1_q17_dr24_tce,5779.00,3.817,2.1420,289.438110,39.270359,13.405
1537,10136549,K01929.02,Kepler-337 b,CONFIRMED,CANDIDATE,0,0,0,0,3.292769650,133.0066800,0.2954,4.76810,8.4100e+01,1.30,1438.0,1011.58,41.10,2,q1_q17_dr24_tce,5684.00,4.125,1.4150,290.060490,47.163960,12.727
1538,5511081,K01930.01,Kepler-338 b,CONFIRMED,CANDIDATE,0,0,0,0,13.727074490,138.7476400,0.0988,7.31790,2.0340e+02,2.47,1005.0,241.39,57.80,1,q1_q17_dr24_tce,5923.00,4.015,1.7350,282.978970,40.784351,12.119
1539,5511081,K01930.02,Kepler-338 c,CONFIRMED,CANDIDATE,0,0,0,0,24.311139900,137.0348100,0.1198,8.92900,1.8770e+02,2.37,831.0,112.73,43.10,2,q1_q17_dr24_tce,5923.00,4.015,1.7350,282.978970,40.784351,12.119
1540,5511081,K01930.03,Kepler-338 d,CONFIRMED,CANDIDATE,0,0,0,0,44.430136100,143.5537400,0.7089,10.38900,2.2780e+02,2.80,680.0,50.44,43.70,3,q1_q17_dr24_tce,5923.00,4.015,1.7350,282.978970,40.784351,12.119
1541,5511081,K01930.04,Kepler-338 e,CONFIRMED,CANDIDATE,0,0,0,0,9.341445480,132.3863700,0.8523,6.21500,7.8800e+01,1.76,1143.0,403.94,28.50,4,q1_q17_dr24_tce,5923.00,4.015,1.7350,282.978970,40.784351,12.119
1542,10978763,K01931.01,Kepler-339 b,CONFIRMED,CANDIDATE,0,0,0,0,4.977619960,134.6723500,0.6497,2.53780,2.9370e+02,1.46,954.0,195.78,36.60,1,q1_q17_dr24_tce,5627.00,4.567,0.8080,293.351720,48.444641,14.531
1543,11069176,K02007.02,,CANDIDATE,CANDIDATE,0,0,0,0,21.128456900,149.2794600,0.1658,3.78900,1.7570e+02,1.40,707.0,59.12,23.30,2,q1_q17_dr24_tce,6086.00,4.411,1.0520,282.924990,48.626389,13.127
1544,8098728,K02008.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,24.485179400,137.6232400,0.9808,4.87000,3.2490e+02,3.56,864.0,131.58,30.90,1,q1_q17_dr24_tce,6663.00,4.137,1.4510,292.226290,43.995312,10.800
1545,6152974,K00216.02,Kepler-118 b,CONFIRMED,CANDIDATE,0,0,0,0,7.518494790,132.5358300,0.2967,2.90300,3.0020e+02,1.67,861.0,129.65,17.90,2,q1_q17_dr24_tce,5275.00,4.392,0.9780,299.213170,41.424831,14.711
1546,2449431,K02009.01,,CANDIDATE,CANDIDATE,0,0,0,0,86.748928900,170.2941200,0.0060,9.15200,5.6410e+02,2.11,406.0,6.39,33.30,1,q1_q17_dr24_tce,5830.00,4.447,0.8870,292.773990,37.797691,13.820
1547,5631630,K02010.01,,CANDIDATE,CANDIDATE,0,0,0,0,25.962002490,138.9661800,0.1127,6.26960,3.6800e+02,2.45,795.0,94.31,43.80,1,q1_q17_dr24_tce,6784.00,4.290,1.2640,295.158110,40.898849,13.200
1548,6504954,K01790.01,,CANDIDATE,CANDIDATE,0,0,0,0,130.354691900,144.0601400,0.6584,6.38200,5.4637e+03,7.91,369.0,4.36,113.80,1,q1_q17_dr24_tce,5970.00,4.463,1.0150,285.371950,41.993912,15.254
1549,9410930,K00196.01,Kepler-41 b,CONFIRMED,CANDIDATE,0,1,0,0,1.855557540,137.1810335,0.5375,2.35541,1.1037e+04,10.24,1436.0,1004.89,2058.30,1,q1_q17_dr24_tce,5657.00,4.441,0.9470,294.513240,45.981640,14.465
1550,5731623,K01793.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.261759476,131.7790090,0.9107,1.69890,3.9693e+03,7.19,1262.0,599.54,165.10,1,q1_q17_dr24_tce,6131.00,4.497,0.9450,298.316740,40.996101,15.280
1551,6153672,K01794.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.364427755,131.6676360,0.8852,1.19820,4.4559e+03,6.13,1109.0,357.42,85.70,1,q1_q17_dr24_tce,5806.00,4.582,0.7780,299.356510,41.414291,15.337
1552,10676014,K01797.01,,CANDIDATE,CANDIDATE,0,0,0,0,16.781766020,139.7933320,0.5185,3.75330,9.1160e+02,2.33,558.0,22.98,122.00,1,q1_q17_dr24_tce,4936.00,4.540,0.7610,295.859380,47.939510,12.971
1553,9520838,K01866.01,,CANDIDATE,CANDIDATE,0,0,0,0,105.303314800,207.1734300,0.0471,6.12000,1.3304e+03,3.54,394.0,5.68,40.60,1,q1_q17_dr24_tce,6032.00,4.485,0.9730,289.411070,46.130852,14.986
1554,8167996,K01867.01,Kepler-327 b,CONFIRMED,CANDIDATE,0,0,0,0,2.549563296,132.6077300,0.7752,1.80080,5.5720e+02,1.31,690.0,53.66,42.70,1,q1_q17_dr24_tce,3799.00,4.753,0.4920,292.642360,44.087669,15.018
1555,8167996,K01867.02,Kepler-327 d,CONFIRMED,CANDIDATE,0,0,0,0,13.969482450,132.1712300,0.5891,1.41650,1.1447e+03,1.70,392.0,5.56,39.80,2,q1_q17_dr24_tce,3799.00,4.753,0.4920,292.642360,44.087669,15.018
1556,8167996,K01867.03,Kepler-327 c,CONFIRMED,CANDIDATE,0,0,0,0,5.212315850,132.7081700,0.8170,2.27710,4.7100e+02,1.24,544.0,20.69,30.40,3,q1_q17_dr24_tce,3799.00,4.753,0.4920,292.642360,44.087669,15.018
1557,6773862,K01868.01,,CANDIDATE,CANDIDATE,0,0,0,0,17.760800530,137.5062800,0.6017,1.68600,1.4213e+03,2.17,393.0,5.65,40.60,1,q1_q17_dr24_tce,3950.00,4.691,0.5600,290.708400,42.237251,15.220
1558,10978763,K01931.02,Kepler-339 d,CONFIRMED,CANDIDATE,0,0,0,0,10.558389560,136.3465100,0.1625,3.37400,2.0940e+02,1.16,742.0,71.84,20.20,3,q1_q17_dr24_tce,5627.00,4.567,0.8080,293.351720,48.444641,14.531
1559,10602291,K00210.01,,CANDIDATE,CANDIDATE,0,0,0,0,20.927362973,139.3256340,0.9951,3.43450,8.5011e+03,18.10,735.0,69.08,332.20,1,q1_q17_dr24_tce,6126.00,4.358,1.1090,292.782350,47.800629,14.877
1560,10978763,K01931.03,Kepler-339 c,CONFIRMED,CANDIDATE,0,0,0,0,6.988033450,132.5647500,0.2087,2.99500,2.1480e+02,1.18,852.0,124.48,24.70,2,q1_q17_dr24_tce,5627.00,4.567,0.8080,293.351720,48.444641,14.531
