rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
493,8414907,K01134.02,,FALSE POSITIVE,FALSE POSITIVE,200.6110335,456.84444,,7.13,,,,,,,,,284.51962,44.453941,15.783
494,8397446,K01135.01,,FALSE POSITIVE,FALSE POSITIVE,0.986622327,448.593698,1.41,3.56,2.27E+03,69.09,2309,6719.67,243.3,6243,4.176,1.385,301.40067,44.318039,15.022
495,8386035,K01136.01,,FALSE POSITIVE,FALSE POSITIVE,1.634846311,134.512115,1.3364,9.2275,1.80E+03,228.43,2916,17098.4,403.1,5152,3.209,5.286,298.21188,44.324638,12.647
496,3962243,K01203.02,Kepler-276 b,CONFIRMED,CANDIDATE,14.12846178,142.89597,0.3144,3.498,6.52E+02,2.64,793,93.65,21,6102,4.457,1.026,293.56815,39.03632,15.368
497,3962243,K01203.03,Kepler-276 d,CONFIRMED,CANDIDATE,48.6476601,172.1327,0.3058,4.563,6.21E+02,2.58,525,18,12.5,6102,4.457,1.026,293.56815,39.03632,15.368
498,3438507,K01204.01,,CANDIDATE,CANDIDATE,8.39846269,136.31155,0.7122,6.488,3.83E+02,2.16,978,216.08,27.7,6297,4.448,1.031,290.0004,38.53989,15.291
499,3869014,K01205.01,,CANDIDATE,CANDIDATE,8.63847725,139.94642,0.1856,5.4301,4.47E+02,2.1,937,182.1,37.9,6178,4.467,0.988,295.97516,38.94664,14.507
500,3756801,K01206.01,,CANDIDATE,CANDIDATE,422.917678,448.49648,0.7887,31.274,1.37E+03,5.89,292,1.73,61.7,5796,4.12,1.444,293.95459,38.899971,13.642
501,1871056,K01001.02,Kepler-264 c,CONFIRMED,CANDIDATE,140.10394,216.2171,0.6595,17.654,2.70E+02,4.16,559,23.16,26.7,6231,3.797,2.397,292.04462,37.37624,13.038
502,1865042,K01002.01,,CANDIDATE,CANDIDATE,3.48159251,132.98997,0.2696,1.8389,1.42E+02,1.26,1190,473.34,22.8,5473,4.349,1.061,290.68225,37.35511,13.615
503,2438502,K01003.01,,FALSE POSITIVE,FALSE POSITIVE,8.36061289,172.265172,0.0032,8.57743,3.46E+04,14.95,764,80.6,805.4,5198,4.497,0.823,290.32791,37.726742,16.209
504,2309585,K01004.01,,FALSE POSITIVE,FALSE POSITIVE,1.838515679,352.722567,0.1559,2.7106,3.36E+03,5.41,1425,974.1,155.8,5751,4.508,0.94,292.89935,37.656059,15.373
505,5780460,K01005.01,,CANDIDATE,CANDIDATE,35.61760587,197.03542,0.06,8.4208,4.79E+03,5.26,456,10.19,166,5123,4.523,0.779,288.4165,41.0298,15.703
506,8244190,K01071.01,,FALSE POSITIVE,FALSE POSITIVE,1.092069141,133.19341,0.5284,1.8749,2.44E+02,1.37,1610,1589.13,50.9,5632,4.551,0.857,295.51108,44.109261,14.495
507,8229696,K01072.01,,CANDIDATE,CANDIDATE,10.12804789,139.11542,0.0922,3.3632,4.91E+02,2.24,902,156.2,38.8,6124,4.414,1.007,290.5036,44.143581,14.743
508,8262210,K01073.01,,FALSE POSITIVE,FALSE POSITIVE,1.613006597,178.5268,0.4028,2.728,1.46E+02,1.47,1679,1878.1,26,5580,4.223,1.205,300.32898,44.151119,13.945
509,10272640,K01074.01,,CANDIDATE,CANDIDATE,3.770552098,357.118242,0.0236,3.8277,1.39E+04,13.01,1321,720.53,602.8,6302,4.388,1.098,291.27563,47.329491,15.439
510,10232123,K01075.01,,CANDIDATE,CANDIDATE,1.3437673,133.276095,0.8826,1.9096,4.81E+03,18.74,2651,11675.38,372.2,6324,3.8,2.312,299.70078,47.291752,13.056
511,10223616,K01076.01,,FALSE POSITIVE,FALSE POSITIVE,29.1243455,142.15959,97.001,4.257,3.28E+03,5044.86,356,3.8,111.7,4456,4.767,0.481,297.39066,47.255711,15.187
512,8415745,K01138.01,,FALSE POSITIVE,FALSE POSITIVE,31.8281417,366.704596,1.3952,2.9344,4.84E+03,47.6,564,23.97,80.9,5908,4.507,0.92,284.99738,44.410198,15.582
513,8378634,K01139.01,,FALSE POSITIVE,FALSE POSITIVE,3.629439847,134.701346,0.9426,5.5664,5.61E+02,4.07,1525,1279.65,238.6,6510,4.234,1.391,296.29196,44.33226,13.055
514,8397675,K01140.01,,FALSE POSITIVE,FALSE POSITIVE,0.553261976,133.446557,1.1631,0.8742,1.09E+03,70.43,3688,43709.08,185.5,5679,3.565,3.142,301.47577,44.319759,13.501
515,8346392,K01141.01,,CANDIDATE,CANDIDATE,5.72812599,135.18079,0.0557,1.9804,7.16E+02,1.51,590,28.7,20.6,4065,4.697,0.57,282.72406,44.34647,15.95
516,8288947,K01142.01,,CANDIDATE,CANDIDATE,3.75574426,133.43288,0.4118,2.2971,4.74E+02,1.72,977,215.46,28.4,5311,4.588,0.788,287.47742,44.237511,15.764
517,2437804,K06269.01,,FALSE POSITIVE,FALSE POSITIVE,7.45302611,131.7756,0.4007,3.699,4.61E+02,34.86,2656,11769.39,17.2,4598,2.332,16.501,290.25357,37.759418,14.158
518,8312852,K01143.01,,FALSE POSITIVE,FALSE POSITIVE,7.44043171,134.76336,0.9589,3.105,9.08E+02,3.43,881,142.41,56.6,5817,4.544,0.87,296.30762,44.21146,15.24
519,9480189,K00941.01,Kepler-257 c,CONFIRMED,CANDIDATE,6.581478842,174.787501,0.2484,3.1294,2.51E+03,4.77,881,142.63,134.8,5188,4.4,0.973,297.31598,46.023258,15.471
520,11974540,K00129.01,,CANDIDATE,CANDIDATE,24.66919569,132.864127,0.1464,6.9185,7.44E+03,12.3,832,113.2,847.4,6748,4.249,1.409,297.00943,50.372318,13.224
521,9480189,K00941.02,Kepler-257 b,CONFIRMED,CANDIDATE,2.382652169,170.66641,0.1489,1.9085,7.94E+02,2.67,1237,553.53,47.5,5188,4.4,0.973,297.31598,46.023258,15.471
522,9480189,K00941.03,Kepler-257 d,CONFIRMED,CANDIDATE,24.66459711,189.01951,0.8222,2.97,2.62E+03,5.67,568,24.53,91.2,5188,4.4,0.973,297.31598,46.023258,15.471
523,9512687,K00942.01,,CANDIDATE,CANDIDATE,11.51516988,174.858828,0.2438,2.0189,1.43E+03,2.98,658,44.28,58.4,5173,4.586,0.803,284.68887,46.172249,15.386
524,8644288,K00137.01,Kepler-18 c,CONFIRMED,CANDIDATE,7.641571533,135.407334,0.0083,3.41326,2.33E+03,4.98,899,154.25,436.5,5356,4.338,1.055,298.07944,44.746319,13.549
525,5738346,K01006.01,,FALSE POSITIVE,FALSE POSITIVE,30.6114606,374.62038,1.4421,3.484,4.00E+03,30.2,317,2.39,38.9,3900,4.726,0.537,299.65094,40.973282,15.97
526,1725016,K01007.01,,CANDIDATE,CANDIDATE,7.40742793,355.49521,0.042,3.5804,5.41E+02,2.23,938,183.15,22.5,5922,4.474,0.961,292.26291,37.236992,15.242
527,1722276,K01008.01,,FALSE POSITIVE,FALSE POSITIVE,569.945931,248.92727,1.1534,4.3134,1.95E+04,43.94,233,0.69,92.5,5585,4.257,1.143,291.69672,37.238041,14.645
528,892772,K01009.01,,FALSE POSITIVE,FALSE POSITIVE,5.09244154,357.5389,0.2523,3.638,2.83E+02,1.24,844,119.7,16.2,5037,4.547,0.751,291.15338,36.678841,15.162
529,1027438,K01010.01,,FALSE POSITIVE,FALSE POSITIVE,110.6157662,145.83537,,5,,,,,,,,,291.35403,36.784519,13.62
530,10268907,K01077.01,,FALSE POSITIVE,FALSE POSITIVE,1.103968885,354.58346,0.4172,1.0488,3.44E+02,1.42,1486,1152.17,27.8,5417,4.593,0.754,289.71466,47.34222,15.732
531,5446285,K00142.01,Kepler-88 b,CONFIRMED,CANDIDATE,10.91610834,133.009227,0.7699,3.6496,1.48E+03,3.93,758,78.19,302.2,5575,4.521,0.932,291.14807,40.669399,13.113
532,10166274,K01078.01,Kepler-267 b,CONFIRMED,CANDIDATE,3.353730333,134.869412,0.8941,1.7372,1.44E+03,2.12,619,34.69,49.2,3807,4.784,0.47,299.83041,47.157459,15.438
533,10166274,K01078.02,Kepler-267 c,CONFIRMED,CANDIDATE,6.877449897,132.08427,0.4798,1.3407,1.76E+03,2.02,487,13.34,36.3,3807,4.784,0.47,299.83041,47.157459,15.438
534,10166274,K01078.03,Kepler-267 d,CONFIRMED,CANDIDATE,28.46462622,158.03962,0.3379,2.7539,1.81E+03,2.01,303,2.01,30.5,3807,4.784,0.47,299.83041,47.157459,15.438
535,10153827,K01079.01,,FALSE POSITIVE,FALSE POSITIVE,0.293630085,133.584241,1.2329,2.3857,2.02E+03,26.35,2503,9283.34,170,5665,4.554,0.843,296.33435,47.14558,15.822
536,5735762,K00148.03,Kepler-48 d,CONFIRMED,CANDIDATE,42.89605505,146.06749,0.028,5.625,5.91E+02,2.02,443,9.14,67.2,5296,4.558,0.852,299.13922,40.94902,13.04
537,8302450,K01144.01,,FALSE POSITIVE,FALSE POSITIVE,2.441994644,134.57278,0.9013,2.739,2.99E+02,1.6,1274,622.83,27.3,5973,4.576,0.788,292.85965,44.200642,15.282
538,8313667,K01145.01,,CANDIDATE,CANDIDATE,30.58725115,162.88359,0.2501,5.4752,5.66E+02,2.28,594,29.48,54.7,6075,4.495,0.952,296.54861,44.264671,14.143
539,8351704,K01146.01,,CANDIDATE,CANDIDATE,7.09714223,136.34344,0.3687,2.244,4.25E+02,0.83,428,7.93,19.5,3555,4.846,0.4,285.62854,44.31089,15.649
540,8299955,K01147.01,,FALSE POSITIVE,FALSE POSITIVE,2.682770587,134.25385,0.7235,2.9102,1.39E+02,1.55,1551,1366.57,44.7,6180,4.262,1.223,291.89075,44.223728,13.475
541,9513865,K00943.01,,CANDIDATE,CANDIDATE,3.60147201,171.99099,0.9147,2.522,8.44E+02,2.9,1003,239.14,51.7,5335,4.58,0.81,285.39133,46.180939,15.733
542,9595686,K00944.01,,CANDIDATE,CANDIDATE,3.108250854,170.244645,0.8916,2.4851,2.01E+03,4.56,1096,340.69,155.7,5330,4.495,0.847,294.79974,46.207569,15.361
543,9605514,K00945.01,,CANDIDATE,CANDIDATE,25.8474596,188.87722,0.5017,6.042,5.85E+02,2.57,672,48.23,27.5,6297,4.448,1.031,297.9516,46.264721,15.083
544,9605514,K00945.02,,CANDIDATE,CANDIDATE,40.7155403,146.36407,0.2474,6.975,8.13E+02,2.97,578,26.34,32.3,6297,4.448,1.031,297.9516,46.264721,15.083
545,9661877,K00946.01,,FALSE POSITIVE,FALSE POSITIVE,20.42718503,176.71904,1.4947,3.588,1.33E+03,55.38,674,48.79,43,6014,4.494,0.958,296.65915,46.382172,15.163
546,5728283,K01011.01,,FALSE POSITIVE,FALSE POSITIVE,6.198273622,183.3731358,0.2222,7.11971,5.37E+04,20.97,985,222.23,2663.4,6038,4.524,0.898,297.62027,40.943089,15.67
547,8127639,K01012.01,,FALSE POSITIVE,FALSE POSITIVE,1.023471461,354.818783,1.0114,2.258,1.47E+03,7.5,1727,2103.09,100.4,5741,4.491,0.893,300.45575,43.934349,15.381
548,6047498,K01013.01,,FALSE POSITIVE,FALSE POSITIVE,0.518727108,133.676062,1.131,1.2397,8.03E+02,14.11,1980,3629.69,94.2,5568,4.584,0.773,293.38556,41.349819,15.348
549,8125580,K01014.01,,CANDIDATE,CANDIDATE,17.31716585,142.35779,0.4912,3.1599,1.67E+03,2.1,454,10.07,36.2,4719,4.753,0.502,299.89722,43.903912,15.759
550,8158127,K01015.01,,CANDIDATE,CANDIDATE,9.42887179,140.10594,0.0221,4.4123,6.30E+02,2.95,1018,253.39,48.8,6495,4.379,1.168,289.09689,44.004379,14.5
551,10158990,K01080.01,,FALSE POSITIVE,FALSE POSITIVE,1.096583543,133.61404,0.3826,2.1081,3.29E+02,1.39,1475,1119.9,45.2,5222,4.528,0.763,297.78802,47.10107,14.867
552,10149023,K01081.01,,CANDIDATE,CANDIDATE,9.95637031,134.2934,1.1621,5.065,5.92E+02,21.61,901,155.78,34.5,6140,4.455,1.048,294.76855,47.13279,15.22
553,10141900,K01082.01,,CANDIDATE,CANDIDATE,6.50323791,135.26956,0.0115,2.608,4.15E+02,1.58,808,100.57,18.4,5258,4.584,0.793,292.14447,47.157349,15.692
554,10141900,K01082.02,,CANDIDATE,CANDIDATE,4.09666758,133.1025,0.0249,2.225,3.22E+02,1.39,943,186.7,17.4,5258,4.584,0.793,292.14447,47.157349,15.692
555,10141900,K01082.03,,CANDIDATE,CANDIDATE,1.19655156,132.53082,0.2353,1.1901,2.41E+02,1.22,1419,957.12,16.3,5258,4.584,0.793,292.14447,47.157349,15.692
556,8410727,K01148.01,Kepler-270 b,CONFIRMED,CANDIDATE,11.4761013,135.39374,0.3027,4.968,1.93E+02,1.83,1001,237.05,27.7,6432,4.272,1.3,282.2001,44.422298,13.908
557,8410727,K01148.02,Kepler-270 c,CONFIRMED,CANDIDATE,25.2630268,134.1812,0.6807,6.668,1.18E+02,1.5,769,82.82,12.7,6432,4.272,1.3,282.2001,44.422298,13.908
558,8349405,K01149.01,,FALSE POSITIVE,FALSE POSITIVE,7.1688266,136.23827,,1.29,,,,,,,,,284.38562,44.391289,15.602
559,8278371,K01150.01,,CANDIDATE,CANDIDATE,0.677375164,133.94581,0.0955,1.8243,7.92E+01,0.97,2173,5267.01,35.6,5735,4.336,1.099,281.76639,44.292549,13.326
560,8280511,K01151.01,Kepler-271 b,CONFIRMED,CANDIDATE,10.43547805,134.82334,0.1646,3.4047,2.21E+02,1.32,778,86.68,36.9,5516,4.448,0.895,283.00296,44.284229,13.404
561,8280511,K01151.02,Kepler-271 c,CONFIRMED,CANDIDATE,7.41086267,135.75273,0.3484,3.2769,1.31E+02,1.02,872,136.61,26.1,5516,4.448,0.895,283.00296,44.284229,13.404
562,9710326,K00947.01,,CANDIDATE,CANDIDATE,28.59915399,189.92579,0.2783,3.6632,1.68E+03,1.88,295,1.8,54.6,3750,4.802,0.46,291.86285,46.42926,15.19
563,9761882,K00948.01,,CANDIDATE,CANDIDATE,24.58721573,173.70385,0.1088,3.8669,9.72E+02,2.31,531,18.74,33.9,5465,4.6,0.75,287.56967,46.56786,15.598
564,5297298,K00130.01,,CANDIDATE,CANDIDATE,34.19359829,155.2973094,0.708,5.00735,1.36E+04,22.27,778,86.74,990.4,6129,3.991,1.786,297.36032,40.42981,13.325
565,9766437,K00949.01,,CANDIDATE,CANDIDATE,12.53248465,170.76497,0.6287,4.0098,1.27E+03,3.37,775,85.15,66.1,5997,4.522,0.904,290.06799,46.57914,15.485
566,9772531,K00950.01,,CANDIDATE,CANDIDATE,31.20168769,183.407727,0.0131,2.181,3.96E+04,8.93,286,1.59,614.1,3750,4.797,0.45,292.65704,46.537338,15.798
567,9775938,K00951.01,Kepler-258 b,CONFIRMED,CANDIDATE,13.19721496,171.545237,0.1541,3.4287,2.32E+03,4.12,641,40.03,122.2,4954,4.462,0.885,294.06848,46.57933,15.223
568,8644288,K00137.02,Kepler-18 d,CONFIRMED,CANDIDATE,14.85891269,128.15473,0.0247,3.49204,3.34E+03,5.96,720,63.52,450.8,5356,4.338,1.055,298.07944,44.746319,13.549
569,8158127,K01015.02,,CANDIDATE,CANDIDATE,4.08899022,135.76116,0.2601,3.465,1.78E+02,1.58,1344,770.59,18.8,6495,4.379,1.168,289.09689,44.004379,14.5
570,8176653,K01016.01,,FALSE POSITIVE,FALSE POSITIVE,2.866681918,134.065762,0.8754,0.9217,7.57E+02,2.53,1049,286.39,47.2,5252,4.596,0.767,295.4722,44.077381,15.028
571,8174625,K01017.01,,CANDIDATE,CANDIDATE,17.44490636,141.67788,0.2495,4.0988,8.56E+02,2.81,679,50.32,49,5568,4.413,0.966,294.84384,44.077679,15.007
572,8183911,K01018.01,,FALSE POSITIVE,FALSE POSITIVE,8.30699578,137.07895,1.5162,2.595,1.48E+02,121.87,1247,570.93,16.1,5300,3.69,2.124,297.49332,44.051868,13.838
573,8179973,K01019.01,,FALSE POSITIVE,FALSE POSITIVE,2.49705175,135.3072596,,3.79,,,,,,,,,296.48187,44.009151,10.266
574,10157458,K01083.01,,CANDIDATE,CANDIDATE,7.33683936,138.58272,0.0541,3.512,3.55E+02,1.59,876,139.19,20.8,5798,4.552,0.847,297.39319,47.164631,15.302
575,4649305,K00143.01,,FALSE POSITIVE,FALSE POSITIVE,22.6511879,140.337152,0.9247,3.6465,2.28E+03,8.95,919,168.5,234.9,6977,4.195,1.559,290.10333,39.781631,13.682
576,10148521,K01084.01,,FALSE POSITIVE,FALSE POSITIVE,1.204273919,134.05772,0.3185,1.3828,1.90E+02,1.17,1561,1403.96,36.4,5665,4.554,0.843,294.59613,47.197449,14.415
577,10118816,K01085.01,,CANDIDATE,CANDIDATE,7.71792296,139.15405,0.0912,1.966,3.19E+02,0.92,502,15.01,14.1,3939,4.738,0.52,281.05011,47.188148,15.233
578,10122255,K01086.01,,CANDIDATE,CANDIDATE,27.6655226,144.86426,0.1254,6.508,5.06E+02,2.29,641,39.94,38.7,6036,4.396,1.017,283.1846,47.15567,14.609
579,3124412,K01087.01,,FALSE POSITIVE,FALSE POSITIVE,0.94895018,134.368665,1.288,4.1499,3.77E+03,45.46,2142,4972.31,213.6,6292,4.35,1.161,293.24384,38.27327,14.909
580,3835670,K00149.01,,CANDIDATE,CANDIDATE,14.55731705,145.094662,0.0038,7.7724,9.83E+02,5.04,932,178.02,196.7,5683,4.026,1.624,286.6301,38.945599,13.397
581,10287248,K01152.01,,FALSE POSITIVE,FALSE POSITIVE,4.722254908,178.2434076,0.5192,3.44097,8.53E+04,14.78,558,22.98,1472.3,3806,4.773,0.49,296.69562,47.327309,13.987
582,10351767,K01153.01,,FALSE POSITIVE,FALSE POSITIVE,0.635069958,134.0209775,1.1681,2.09454,3.59E+04,49.45,2320,6845.23,320.6,6319,4.447,1.032,296.32028,47.40657,14.539
583,10295951,K01154.01,,CANDIDATE,CANDIDATE,6.810825021,136.0466572,0.5676,7.9421,1.44E+04,26.08,1627,1656.16,2465.2,7226,3.967,2.079,299.10281,47.377781,12.628
584,10342041,K01155.01,,FALSE POSITIVE,FALSE POSITIVE,0.933746319,133.387657,1.2751,6.6035,4.05E+03,27.56,1508,1222.25,728.4,5252,4.596,0.716,292.83301,47.495529,14.658
585,10514770,K01156.01,,FALSE POSITIVE,FALSE POSITIVE,1.872421503,134.366275,0.9136,1.5464,3.31E+03,5.89,1299,672.92,189.6,5337,4.486,0.825,281.5238,47.755341,15.29
586,9775938,K00951.02,Kepler-258 c,CONFIRMED,CANDIDATE,33.6529701,147.79979,0.8697,4.27,1.25E+03,3.72,470,11.5,44.9,4954,4.462,0.885,294.06848,46.57933,15.223
587,9787239,K00952.01,Kepler-32 b,CONFIRMED,CANDIDATE,5.901282819,171.406486,0.0957,2.2588,1.84E+03,2.09,513,16.34,63.1,3727,4.756,0.5,297.84241,46.574268,15.801
588,9787239,K00952.02,Kepler-32 c,CONFIRMED,CANDIDATE,8.75210645,170.63495,0.7752,2.4246,1.59E+03,2.2,449,9.65,46,3727,4.756,0.5,297.84241,46.574268,15.801
589,9787239,K00952.03,Kepler-32 d,CONFIRMED,CANDIDATE,22.78076945,155.20355,0.0684,3.2438,2.21E+03,2.29,327,2.7,48.7,3727,4.756,0.5,297.84241,46.574268,15.801
590,9787239,K00952.04,Kepler-32 e,CONFIRMED,CANDIDATE,2.896013787,133.61186,0.0382,1.7259,7.28E+02,1.32,650,42.16,31.1,3727,4.756,0.5,297.84241,46.574268,15.801
591,9787239,K00952.05,Kepler-32 f,CONFIRMED,CANDIDATE,0.742958836,133.277784,0.9481,1.088,7.87E+02,1.88,1024,259.42,45.2,3727,4.756,0.5,297.84241,46.574268,15.801
592,2309719,K01020.01,,CANDIDATE,CANDIDATE,54.35637078,164.069867,1.0574,6.4393,1.08E+04,33.13,598,30.26,787.6,6058,4.144,1.418,292.93085,37.60664,12.899
593,2558363,K01021.01,,FALSE POSITIVE,FALSE POSITIVE,0.546248006,178.56252,1.5158,1.9894,6.64E+02,42.88,1861,2834.15,42.4,5416,4.597,0.728,287.13388,37.83926,15.996
594,2716853,K01022.01,,CANDIDATE,CANDIDATE,18.82747265,196.18905,0.1098,4.732,1.17E+03,2.92,632,37.82,29,5687,4.538,0.86,292.26813,37.955639,15.762
595,2445154,K01023.01,,FALSE POSITIVE,FALSE POSITIVE,8.41200565,139.64746,0.9581,4.979,7.72E+02,2.43,598,30.2,45,4500,4.642,0.635,291.85382,37.74192,15.156
596,2715135,K01024.01,,CANDIDATE,CANDIDATE,5.747725012,133.29818,0.5717,1.8222,7.97E+02,1.52,556,22.53,48.9,3937,4.73,0.52,291.90326,37.90229,14.496
597,8644288,K00137.03,Kepler-18 b,CONFIRMED,CANDIDATE,3.504687554,133.512891,0.7912,1.96,3.23E+02,2.11,1165,435.21,64.4,5356,4.338,1.055,298.07944,44.746319,13.549
598,3247268,K01089.01,Kepler-418 b,CONFIRMED,CANDIDATE,86.67855186,175.597255,0.3146,10.1386,8.77E+03,9.88,446,9.37,318.5,6177,4.42,1.043,294.4335,38.35545,14.696
599,3247268,K01089.02,,CANDIDATE,CANDIDATE,12.218278,140.321027,0.5226,2.5724,1.95E+03,4.75,857,127.59,90.3,6177,4.42,1.043,294.4335,38.35545,14.696
600,3232859,K01090.01,,FALSE POSITIVE,FALSE POSITIVE,8.387211408,138.903463,1.2693,1.83614,6.04E+03,40.14,969,208.5,380.1,6270,4.452,1.008,290.862,38.35358,14.01
601,3098184,K01091.01,,FALSE POSITIVE,FALSE POSITIVE,15.238391,369.57877,1.2714,18.339,1.63E+04,54.06,854,125.56,197.7,6437,4.385,1.139,286.00031,38.284599,15.148
602,2720309,K01092.01,,FALSE POSITIVE,FALSE POSITIVE,0.413334492,133.212225,1.2313,2.3808,2.03E+03,31.52,2509,9374.09,236.9,5973,4.465,1.016,293.02512,37.992641,14.784
603,10342065,K01157.01,,FALSE POSITIVE,FALSE POSITIVE,0.933746298,133.388041,1.2665,6.5412,2.03E+03,150.22,3301,28084.15,531.6,5438,3.424,4.319,292.84213,47.483829,13.964
604,10352945,K01158.01,,FALSE POSITIVE,FALSE POSITIVE,6.4717814,356.38542,0.0966,6.744,5.33E+02,2.4,1075,316,40.2,6341,4.446,1.033,296.69971,47.406731,15.403
605,10354039,K01159.01,,CANDIDATE,CANDIDATE,64.6174465,166.14426,0.8919,5.727,2.56E+03,5.41,383,5.09,59.7,5043,4.47,0.881,297.01483,47.486431,15.332
606,10330115,K01160.01,,CANDIDATE,CANDIDATE,13.2140732,140.58725,0.5547,3.4241,1.33E+03,2.72,628,36.88,42.2,5330,4.619,0.726,287.65363,47.41481,15.987
607,10426656,K01161.01,Kepler-272 c,CONFIRMED,CANDIDATE,6.05730524,135.92698,0.0654,3.7273,4.03E+02,1.67,881,142.34,33.9,5300,4.47,0.849,299.12753,47.59383,14.678
608,9820483,K00953.01,,CANDIDATE,CANDIDATE,3.584101216,170.427911,0.0719,2.7445,2.84E+03,4.87,1131,386.66,167.3,5739,4.518,0.922,286.48227,46.692451,15.954
609,9941662,K00013.01,Kepler-13 b,CONFIRMED,CANDIDATE,1.763587569,120.5659253,0.3742,3.18137,4.60E+03,25.8,3560,37958.27,5120.6,9107,3.867,3.031,286.97119,46.868359,9.958
610,7778437,K00131.01,,CANDIDATE,CANDIDATE,5.014234575,133.1742579,0.0124,4.61153,6.79E+03,10.53,1284,642.33,1140.5,6475,4.349,1.271,299.09753,43.497589,13.797
611,9823457,K00954.01,Kepler-259 b,CONFIRMED,CANDIDATE,8.11529219,174.52193,0.518,2.8929,8.63E+02,2.68,879,140.92,59.3,5926,4.532,0.887,288.21194,46.615002,15.219
612,9823457,K00954.02,Kepler-259 c,CONFIRMED,CANDIDATE,36.9249531,174.22452,0.074,4.7139,9.39E+02,2.71,530,18.7,37.1,5926,4.532,0.887,288.21194,46.615002,15.219
613,2574201,K01025.01,,FALSE POSITIVE,FALSE POSITIVE,37.4781053,157.32241,1.6945,5,1.77E+03,35.34,262,1.12,26.8,3688,4.812,0.44,291.10846,37.857792,15.501
614,2166206,K01028.01,,FALSE POSITIVE,FALSE POSITIVE,8.09694854,140.74236,1.431,3.3719,4.84E+02,68.7,1111,360.27,57.3,6018,4.16,1.398,292.73627,37.560341,13.295
615,2164169,K01029.01,,CANDIDATE,CANDIDATE,32.3123975,133.8627,0.8288,6.075,6.91E+02,2.88,582,27.05,31.4,6000,4.48,0.973,292.29099,37.580799,14.757
616,2574338,K01030.01,,CANDIDATE,CANDIDATE,9.22958009,138.44186,0.0469,2.293,4.92E+02,2.31,959,200.2,18,6363,4.444,1.035,291.13849,37.859299,15.399
617,2584163,K01031.01,,CANDIDATE,CANDIDATE,14.5596237,135.96181,0.5439,5.76,3.13E+02,1.76,759,78.26,15,5959,4.46,0.966,293.25412,37.846191,15.16
618,4180280,K00144.01,,CANDIDATE,CANDIDATE,4.176255514,133.090341,0.7394,3.7012,1.43E+03,3.22,878,140.17,243.5,4911,4.57,0.786,296.52429,39.24976,13.698
619,3239636,K01093.01,,FALSE POSITIVE,FALSE POSITIVE,0.528755838,133.3818,1.0958,5.412,4.62E+02,12.69,2500,9236.18,105.4,6490,4.452,0.961,292.58304,38.374378,14.662
620,2721030,K01094.01,,CANDIDATE,CANDIDATE,6.10027804,135.58673,0.1488,4.7487,8.93E+02,2.8,990,227.15,44.4,5957,4.506,0.937,293.18454,37.969841,15.678
621,3329204,K01095.01,,CANDIDATE,CANDIDATE,51.59804248,203.980857,0.1645,2.0133,6.47E+03,6.85,450,9.67,81.2,5693,4.551,0.856,287.61688,38.402321,15.617
622,3230491,K01096.01,,CANDIDATE,CANDIDATE,1500,315.33083,0.9243,7.109,9.59E+03,9.8,139,0.09,62.5,5606,4.597,0.76,290.18304,38.321941,14.709
623,3340070,K01097.01,,FALSE POSITIVE,FALSE POSITIVE,10.9110487,142.52714,0.9761,7.033,4.02E+02,2.36,786,90.07,28.3,5903,4.546,0.864,290.89407,38.435032,15.172
624,7626506,K00150.01,Kepler-112 b,CONFIRMED,CANDIDATE,8.408876951,134.006486,0.1335,3.4928,8.05E+02,2.72,914,164.66,147.3,5763,4.361,0.957,296.98102,43.209751,13.771
625,10426656,K01161.02,Kepler-272 d,CONFIRMED,CANDIDATE,10.93730071,136.9827,0.2106,2.898,4.41E+02,1.76,723,64.7,23.8,5300,4.47,0.849,299.12753,47.59383,14.678
626,10426656,K01161.03,Kepler-272 b,CONFIRMED,CANDIDATE,2.9713641,134.38694,0.1475,2.7157,2.54E+02,1.33,1117,367.82,26.1,5300,4.47,0.849,299.12753,47.59383,14.678
627,10528068,K01162.01,,CANDIDATE,CANDIDATE,158.6853308,173.94915,0.6053,11.677,9.08E+02,3.73,390,5.47,104.2,6126,4.279,1.186,288.86823,47.75943,12.783
628,10468940,K01163.01,Kepler-273 b,CONFIRMED,CANDIDATE,2.936526966,135.71828,0.1136,1.771,3.62E+02,1.55,1167,437.7,35.6,5627,4.506,0.815,291.30222,47.697762,14.968
629,9825625,K00955.01,,CANDIDATE,CANDIDATE,7.03902374,175.73021,0.0266,3.8898,5.73E+02,2.48,1041,277.52,54.1,6319,4.447,1.032,289.4317,46.617531,15.067
630,9875711,K00956.01,,CANDIDATE,CANDIDATE,8.360868238,175.644892,0.3826,2.7016,2.19E+03,3.73,690,53.68,119.6,4743,4.516,0.81,283.86603,46.789589,15.223
631,7661409,K00957.01,,FALSE POSITIVE,FALSE POSITIVE,3.140510166,178.47005,1.4712,8.1888,1.50E+03,54.03,1307,689.48,129.3,6108,4.443,0.974,282.35324,43.335129,15.246
